id;KOV;maakond;nimekiri;partei;nr;haali;ehaali
id_7335;Pılva vald;Pılva;Valimisliit Pılva Areng;Muu;nr182;42;11
id_3533;Koigi vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr121;10;4
id_12985;Valga linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr133;168;9
id_11345;Tallinn 8;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1568;8;1
id_14519;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr161;3;0
id_8617;Rıuge vald;Vıru;Valimisliit Meie Rıuge;Muu;nr145;16;6
id_6635;Pajusi vald;Jıgeva;‹ksikkandidaat;Muu;nr153;15;10
id_6707;Palamuse vald;Jıgeva;Valimisliit Paunvere;Muu;nr119;10;5
id_6293;Otep‰‰ vald;Valga;Valimisliit Meie Kodu;Muu;nr198;8;3
id_10880;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1193;11;0
id_13459;Viimsi vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr183;11;1
id_3720;Kose vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr227;3;1
id_9747;Tabivere vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr120;4;4
id_9037;Saue linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr102;79;3
id_3405;Kohtla-J‰rve linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr107;70;11
id_12552;Tırva linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr171;9;1
id_1775;Jıgeva linn;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr149;71;12
id_12260;Toila vald;Ida-Viru;Valimisliit ‹htne Vald;Muu;nr151;1;0
id_2644;Kasep‰‰ vald;Jıgeva;Valimisliit Kohalik Rahvas;Muu;nr133;3;0
id_6473;Paide linn;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr176;2;1
id_1091;Halliste vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr119;24;7
id_8769;Saarde vald;P‰rnu;VALIMISLIIT  KODUVALD;Muu;nr159;9;1
id_5135;Martna vald;L‰‰ne;Valimisliit Koostˆˆ;Muu;nr130;3;0
id_3872;Kullamaa vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr121;3;0
id_10636;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1182;5;0
id_9237;Sauga vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr138;66;3
id_11879;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr408;4;1
id_14137;Vıhma linn;Viljandi;Valimisliit Kodulinn Vıhma;Muu;nr147;10;0
id_3176;Kiviıli linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr166;16;0
id_12763;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr187;8;1
id_2158;Kaarma vald;Saare;Valimisliit  Kaarma  on  ¸htne;Muu;nr135;15;6
id_11397;Tallinn 8;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr327;9;1
id_7504;P‰rnu linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr148;93;26
id_11731;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr452;31;11
id_1545;Illuka vald;Ida-Viru;Valimisliit Koduvald Illuka;Muu;nr107;7;1
id_1103;Halliste vald;Viljandi;Valimisliit Koduvald;Muu;nr131;33;1
id_9975;Tallinn 1;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1579;20;4
id_10388;Tallinn 3;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1028;2607;90
id_12877;Valga linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr135;40;1
id_14608;V‰ndra vald (alev);P‰rnu;Valimisliit V‰ndra;Muu;nr102;143;32
id_1155;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr203;22;15
id_9386;Sillam‰e linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr192;7;0
id_9882;Tallinn 1;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1582;19;3
id_8460;Roosna-Alliku vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr103;29;5
id_14056;Viru-Nigula vald;L‰‰ne-Viru;Valimisliit TASAKAAL;Muu;nr124;6;0
id_936;Haaslava vald;Tartu;Valimisliit Koduvald Haaslava;Muu;nr106;32;2
id_744;Emmaste vald;Hiiu;Valimisliit Emmaste Eduks;Muu;nr132;16;8
id_6537;Paide vald;J‰rva;Valimisliit Paide Valla Kodanik;Muu;nr116;10;1
id_322;Anija vald;Harju;Valimisliit Hooliv Koduvald;Muu;nr175;59;9
id_3495;Kohtla-Nımme vald;Ida-Viru;Valimisliit Kohtla-Nımme Areng;Muu;nr109;9;0
id_1691;Jıel‰htme vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr157;20;2
id_6147;Orava vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr131;12;1
id_7935;Raikk¸la vald;Rapla;VALIMISLIIT MEIE KODUVALD RAIKK‹LA;Muu;nr124;13;0
id_13727;Viljandi linn;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr255;9;3
id_1068;Haljala vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr151;10;1
id_6881;Paldiski linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr173;4;1
id_13190;Vasalemma vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr131;18;2
id_1945;Jıhvi vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr154;12;1
id_2069;Jıhvi vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr161;8;3
id_1353;Hiiu vald;Hiiu;Eesti Reformierakond;Eesti Reformierakond;nr118;8;4
id_1399;Hiiu vald;Hiiu;Valimisliit Surf ja Seiklus;Muu;nr110;2;2
id_14601;V‰ndra vald (alev);P‰rnu;Valimisliit V‰ndralane;Muu;nr135;5;0
id_73;Abja vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr124;8;3
id_5238;Mikitam‰e vald;Pılva;Valimisliit Mikitam‰e Noored;Muu;nr135;8;7
id_13564;Viimsi vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr206;7;0
id_13123;Varbla vald;P‰rnu;Valimisliit Meie Kodu;Muu;nr102;52;6
id_13153;Varstu vald;Vıru;Pıllupidajate ja Metsaomanike Valimisliit;Muu;nr103;13;6
id_6360;Paide linn;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr159;8;2
id_774;Emmaste vald;Hiiu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr110;4;1
id_361;Anija vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr198;15;2
id_3919;Kunda linn;L‰‰ne-Viru;Valimisliit KUNDA;Muu;nr110;13;2
id_12412;Torma vald;Jıgeva;Valimisliit MEIE INIMESED;Muu;nr112;8;1
id_12128;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr127;126;8
id_691;Elva linn;Tartu;Valimisliit Elva;Muu;nr168;18;4
id_14517;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr137;42;6
id_11643;Tapa vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr121;6;0
id_9333;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr151;38;2
id_7183;Pıltsamaa linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr160;17;7
id_4262;Kıo vald;Viljandi;Valimisliit Koduvald;Muu;nr110;12;2
id_6755;Paldiski linn;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr109;1;0
id_12204;Tarvastu vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr126;89;6
id_2476;Kareda vald;J‰rva;Valimisliit Kodupaik Kareda;Muu;nr119;12;3
id_3651;Konguta vald;Tartu;Valimisliit Kodukoht Konguta;Muu;nr154;22;3
id_4407;Laekvere vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr123;3;1
id_9955;Tallinn 1;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr740;3;0
id_8717;R‰pina vald;Pılva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr176;23;11
id_5257;Misso vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr106;6;4
id_3161;Kiviıli linn;Ida-Viru;Valimisliit T÷÷STUSE JA LINNA ‹HENDUS;Muu;nr124;40;0
id_5227;Mikitam‰e vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr103;30;2
id_9701;Tabivere vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr119;6;1
id_6275;Otep‰‰ vald;Valga;Valimisliit Otep‰‰;Muu;nr144;3;0
id_10961;Tallinn 6;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr636;11;5
id_8144;Rakvere linn;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr133;4;1
id_9109;Saue vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr227;23;9
id_13631;Viljandi linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr199;12;6
id_3092;Kiili vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr125;5;2
id_11576;Tapa vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr207;3;1
id_5476;Mıisak¸la linn;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr117;5;1
id_5986;Nissi vald;Harju;Valimisliit Minu Inimesed;Muu;nr138;57;2
id_9378;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr161;23;1
id_13425;Vihula vald;L‰‰ne-Viru;Valimisliit Vaba Vallakodanik;Muu;nr160;11;2
id_4680;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr126;17;3
id_11865;Tartu linn;Tartu linn;Eesti Reformierakond;Eesti Reformierakond;nr526;34;16
id_607;Audru vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr133;42;21
id_489;Are vald;P‰rnu;Valimisliit ‹htne Koduvald;Muu;nr124;21;5
id_4749;Luunja vald;Tartu;Valimisliit Uus Luunja;Muu;nr138;17;5
id_5207;Merem‰e vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr145;8;4
id_7345;Pılva vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr163;20;7
id_6271;Otep‰‰ vald;Valga;Valimisliit Otep‰‰;Muu;nr147;9;0
id_5994;Nissi vald;Harju;Valimisliit Minu Oma Vald;Muu;nr109;19;5
id_12666;T¸ri vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr218;14;3
id_12103;Tartu vald;Tartu;Valimisliit Kohalik Elu;Muu;nr151;9;2
id_2775;Keila linn;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr185;2;0
id_8572;Rıuge vald;Vıru;Valimisliit Meie Rıuge;Muu;nr141;7;3
id_4540;Leisi vald;Saare;Valimisliit Koduvald Leisi;Muu;nr115;52;15
id_5582;M‰ksa vald;Tartu;Valimisliit ‹htne M‰ksa;Muu;nr136;7;3
id_10889;Tallinn 6;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr255;87;34
id_8474;Roosna-Alliku vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr116;10;1
id_7348;Pılva vald;Pılva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;129;37
id_11895;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr392;56;3
id_5143;Martna vald;L‰‰ne;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr105;5;2
id_12871;Valga linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr156;11;6
id_14639;V‰rska vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr138;11;2
id_6354;Paide linn;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr143;15;1
id_9866;Tallinn 1;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr955;14;0
id_9725;Tabivere vald;Jıgeva;‹ksikkandidaat;Muu;nr166;13;4
id_7871;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr188;59;22
id_2993;Kihelkonna vald;Saare;Valimisliit Mere‰‰rne Rahvas;Muu;nr123;27;3
id_7975;Rakke vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr143;45;5
id_12249;Toila vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr120;27;5
id_12019;Tartu linn;Tartu linn;Eesti Keskerakond;Eesti Keskerakond;nr106;220;20
id_9990;Tallinn 1;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr117;17;4
id_3552;Koigi vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr106;10;0
id_3817;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr111;20;7
id_6009;Noarootsi vald;L‰‰ne;Valimisliit MEIE ‹HINE NOAROOTSI;Muu;nr112;33;12
id_11034;Tallinn 6;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr266;55;12
id_6074;Nıo vald;Tartu;VALIMISLIIT HEA VALIK;Muu;nr163;11;2
id_5351;Muhu vald;Saare;Eesti Keskerakond;Eesti Keskerakond;nr121;24;4
id_11475;Tamsalu vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr143;9;0
id_6798;Paldiski linn;Harju;Valimisliit Pıhjasadam;Muu;nr153;5;4
id_1440;Hummuli vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr110;7;3
id_13715;Viljandi linn;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr159;4;1
id_7767;Raasiku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr135;55;12
id_789;Haanja vald;Vıru;Valimisliit HAANJAMAA;Muu;nr116;9;0
id_5660;M‰rjamaa vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr122;18;9
id_10892;Tallinn 6;Tallinna linn;Vaba Tallinna Kodanik Valimisliit;Muu;nr872;137;38
id_2908;Keila vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr101;22;4
id_5122;Martna vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr116;6;1
id_12794;Urvaste vald;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr105;40;6
id_4665;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr130;9;0
id_7741;P¸halepa vald;Hiiu;Hiiumaa Heaks Valimisliit;Muu;nr104;11;2
id_10293;Tallinn 3;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr458;0;0
id_7950;Raikk¸la vald;Rapla;VALIMISLIIT MEIE KODUVALD RAIKK‹LA;Muu;nr123;14;1
id_7946;Raikk¸la vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr111;36;15
id_1452;H‰‰demeeste vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr123;3;0
id_9728;Tabivere vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr144;6;0
id_1525;Iisaku vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr113;24;3
id_6148;Orava vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr125;20;5
id_9252;Sauga vald;P‰rnu;Vallarahva Valimisliit;Muu;nr122;5;0
id_9224;Sauga vald;P‰rnu;Valimisliit Koduvald Sauga;Muu;nr175;0;0
id_3501;Kohtla-Nımme vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr125;6;1
id_4056;Kuressaare linn;Saare;Eesti Reformierakond;Eesti Reformierakond;nr154;114;41
id_14495;V‰ike-Maarja vald;L‰‰ne-Viru;VALIMISLIIT MEIE PANDIVERE;Muu;nr129;19;5
id_1077;Halliste vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr106;15;1
id_9279;Sauga vald;P‰rnu;Valimisliit Koduvald Sauga;Muu;nr183;9;3
id_12463;Tılliste vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr144;4;0
id_10984;Tallinn 6;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1642;20;8
id_14256;Vıru linn;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr207;28;11
id_13430;Vihula vald;L‰‰ne-Viru;Valimisliit Vaba Vallakodanik;Muu;nr163;4;1
id_14500;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr145;7;3
id_8626;R‰gavere vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr124;7;2
id_11424;Tamsalu vald;L‰‰ne-Viru;Valimisliit Tamsalu Vald;Muu;nr156;13;1
id_6158;Orissaare vald;Saare;Valimisliit Sinuga Koos;Muu;nr112;24;4
id_4569;Lihula vald;L‰‰ne;Valimisliit Lihula Areng;Muu;nr140;6;3
id_1250;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr239;10;2
id_13568;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr120;9;4
id_1702;Jıel‰htme vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr155;22;11
id_147;Alajıe vald;Ida-Viru;VALIMISLIIT KOHALIK RAHVAS;Muu;nr134;31;2
id_5160;Meeksi vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr122;6;0
id_9349;Sillam‰e linn;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr175;383;4
id_2188;Kaarma vald;Saare;Eesti Reformierakond;Eesti Reformierakond;nr168;41;10
id_9756;Tabivere vald;Jıgeva;‹ksikkandidaat;Muu;nr164;10;1
id_722;Elva linn;Tartu;Valimisliit Elva;Muu;nr145;168;40
id_1460;H‰‰demeeste vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr136;0;0
id_1265;Harku vald;Harju;Valimisliit Harku Valla Kodanike ‹henduste Liit;Muu;nr132;19;13
id_254;Ambla vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr124;8;0
id_13298;Veriora vald;Pılva;Valimisliit Koduvald Veriora;Muu;nr119;7;4
id_821;Haapsalu linn;L‰‰ne;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr124;24;6
id_11012;Tallinn 6;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr642;2;0
id_8492;Ruhnu vald;Saare;Valimisliit RUHNU;Muu;nr108;5;4
id_2925;Keila vald;Harju;Valimisliit UUED TUULED;Muu;nr165;17;6
id_2434;Kanepi vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr118;24;9
id_9443;Sindi linn;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr101;91;26
id_4139;Kuusalu vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr193;26;5
id_14534;V‰ndra vald;P‰rnu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr134;3;1
id_6094;Nıo vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr110;21;9
id_3377;Kohtla-J‰rve linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr187;89;3
id_5580;M‰ksa vald;Tartu;Valimisliit Meie ja M‰ksa;Muu;nr110;5;3
id_3810;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr139;10;0
id_13972;Vinni vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr152;8;1
id_13382;Vihula vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr126;31;6
id_8060;Rakvere linn;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr158;8;0
id_8751;Saarde vald;P‰rnu;VALIMISLIIT  KODUVALD;Muu;nr163;45;8
id_9511;Surju vald;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr106;31;5
id_1647;Jıel‰htme vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr117;16;3
id_13519;Viimsi vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr188;3;1
id_4113;Kuusalu vald;Harju;VALIMISLIIT ‹HINE KODU;Muu;nr168;16;9
id_5319;Mooste vald;Pılva;Omakandi valimisliit;Muu;nr117;1;1
id_10213;Tallinn 2;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1411;387;148
id_7101;Puka vald;Valga;Valimisliit "Rahva H‰‰l";Muu;nr118;23;2
id_8035;Rakvere linn;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr128;9;7
id_3172;Kiviıli linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr171;13;0
id_1875;Jıgeva vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr170;35;3
id_13577;Viimsi vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr208;3;1
id_13971;Vinni vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr179;4;1
id_7933;Raikk¸la vald;Rapla;VALIMISLIIT MEIE KODUVALD RAIKK‹LA;Muu;nr119;51;12
id_5441;Mustvee linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr166;1;0
id_8504;Rıngu vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr163;11;1
id_4205;Kuusalu vald;Harju;VALIMISLIIT ‹HINE KODU;Muu;nr171;134;31
id_11350;Tallinn 8;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr297;121;55
id_2212;Kaarma vald;Saare;Eesti Reformierakond;Eesti Reformierakond;nr170;10;1
id_8177;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr205;20;3
id_8804;Saarde vald;P‰rnu;Valimisliit Uus Saarde;Muu;nr139;8;1
id_4803;L‰‰ne-Nigula vald;L‰‰ne;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr118;53;13
id_9559;Suure-Jaani vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr149;2;1
id_13159;Varstu vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr131;9;2
id_9192;Saue vald;Harju;Valimisliit Suurliit;Muu;nr202;0;0
id_6855;Paldiski linn;Harju;Valimisliit UUS LAINE;Muu;nr236;26;2
id_6542;Paide vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr102;8;1
id_11601;Tapa vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr144;19;1
id_4779;Luunja vald;Tartu;Valimisliit Sinu Kodu Heaks;Muu;nr118;34;13
id_13581;Viimsi vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr259;87;32
id_13839;Viljandi vald;Viljandi;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr127;18;0
id_13212;Vasalemma vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr107;16;0
id_3359;Kohila vald;Rapla;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr129;5;1
id_8304;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr152;16;7
id_4541;Leisi vald;Saare;Eesti Keskerakond;Eesti Keskerakond;nr102;45;8
id_5964;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr188;19;0
id_7575;P‰rnu linn;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr304;0;0
id_9690;Sımeru vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr131;14;6
id_5617;M‰ksa vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr119;4;0
id_3986;Kuressaare linn;Saare;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr113;124;26
id_11186;Tallinn 7;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1258;61;12
id_13395;Vihula vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr110;7;0
id_12825;Vaivara vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr123;32;1
id_11739;Tartu linn;Tartu linn;Eesti Konservatiivne Rahvaerakond;Muu;nr285;15;1
id_3060;Kiili vald;Harju;Valimisliit "Kiili valla k¸lade ¸hendus";Muu;nr111;133;56
id_780;Haanja vald;Vıru;Valimisliit HAANJAMAA;Muu;nr128;4;0
id_12419;Torma vald;Jıgeva;Eesti Reformierakond;Eesti Reformierakond;nr123;5;2
id_8902;Saku vald;Harju;Valimisliit V‰ikelinn Saku;Muu;nr160;37;19
id_3950;Kunda linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr157;4;0
id_13989;Vinni vald;L‰‰ne-Viru;Valimisliit Kodupaik;Muu;nr138;10;3
id_6278;Otep‰‰ vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr120;61;16
id_8390;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr151;11;4
id_6220;Otep‰‰ vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr127;12;3
id_5960;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr164;86;5
id_6632;Pajusi vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;7;3
id_7920;Rae vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr140;22;2
id_12656;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr114;18;8
id_10070;Tallinn 2;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1595;1;1
id_2398;Kambja vald;Tartu;Valimisliit Koduvald;Muu;nr132;23;4
