id;KOV;maakond;nimekiri;partei;nr;haali;ehaali
id_14514;V‰ike-Maarja vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr152;6;0
id_8828;Saare vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr102;0;0
id_3418;Kohtla-J‰rve linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr185;178;5
id_6340;Padise vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr102;7;0
id_12078;Tartu linn;Tartu linn;Isamaaline Tartu Kodanik - Valimisliit;Muu;nr332;13;7
id_13158;Varstu vald;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr121;15;1
id_9012;Saue linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr171;87;33
id_13822;Viljandi vald;Viljandi;Valimisliit Vabad Vallakodanikud;Muu;nr232;10;3
id_11973;Tartu linn;Tartu linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr191;33;11
id_521;Aseri vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr145;8;0
id_11245;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1296;67;7
id_14383;Vıru vald;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr116;19;7
id_10904;Tallinn 6;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr279;11;1
id_7016;Puhja vald;Tartu;Valimisliit Nr 1;Muu;nr120;11;1
id_10805;Tallinn 5;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1634;2;1
id_9598;Suure-Jaani vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr167;44;6
id_7609;P‰rnu linn;P‰rnu;Eesti Reformierakond;Eesti Reformierakond;nr274;12;3
id_5785;Narva linn;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr217;3;0
id_4214;Kılleste vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr124;24;8
id_1788;Jıgeva linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr118;5;1
id_5377;Mustjala vald;Saare;Valimisliit Koduvald Mustjala;Muu;nr101;60;8
id_10268;Tallinn 3;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1455;37;18
id_2261;Kadrina vald;L‰‰ne-Viru;Valimisliit Koduvald;Muu;nr115;37;7
id_10285;Tallinn 3;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1040;19;0
id_3850;Kose vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr218;8;0
id_7266;Pıltsamaa vald;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr114;47;12
id_2487;Kareda vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr127;1;0
id_373;Anija vald;Harju;Valimisliit Anija ‹hendus;Muu;nr114;27;6
id_9003;Saue linn;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr119;51;18
id_12839;Vaivara vald;Ida-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr110;4;0
id_1401;Hiiu vald;Hiiu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr103;24;5
id_8774;Saarde vald;P‰rnu;Valimisliit Uus Saarde;Muu;nr125;135;28
id_10083;Tallinn 2;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr748;3;1
id_2711;Keila linn;Harju;Eesti Reformierakond;Eesti Reformierakond;nr128;48;18
id_10617;Tallinn 4;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1471;34;16
id_8871;Saku vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr107;36;6
id_11195;Tallinn 7;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr671;7;0
id_12684;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr142;2;0
id_14104;Vormsi vald;L‰‰ne;Valimisliit Iseotsustava Vormsi Eest;Muu;nr135;1;1
id_6050;Nıo vald;Tartu;VALIMISLIIT HEA VALIK;Muu;nr161;4;2
id_5141;Martna vald;L‰‰ne;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr107;5;0
id_9236;Sauga vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr163;3;2
id_223;Albu vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr116;3;0
id_4208;Kuusalu vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr214;4;0
id_12503;Tırva linn;Valga;Eesti Reformierakond;Eesti Reformierakond;nr156;10;2
id_7293;Pıltsamaa vald;Jıgeva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr144;20;0
id_6517;Paide vald;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr111;6;0
id_375;Anija vald;Harju;Valimisliit "Koostˆˆs edasi";Muu;nr169;8;4
id_7366;Pılva vald;Pılva;Eesti Reformierakond;Eesti Reformierakond;nr171;5;0
id_4682;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr111;25;0
id_1928;Jıgeva vald;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr192;17;6
id_9314;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr114;158;7
id_3686;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr189;7;0
id_8049;Rakvere linn;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr266;139;38
id_5645;M‰rjamaa vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr110;26;8
id_10844;Tallinn 5;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1629;11;3
id_9537;Suure-Jaani vald;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr112;9;6
id_5841;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr122;133;2
id_8940;Salme vald;Saare;Valimisliit Koostˆˆ;Muu;nr106;8;2
id_5320;Mooste vald;Pılva;Valimisliit Koduvald Mooste;Muu;nr134;8;0
id_176;Alatskivi vald;Tartu;Valimisliit Isamaaline Alatskivi;Muu;nr128;5;0
id_6646;Pajusi vald;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr130;1;0
id_14772;‹lenurme vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr158;10;6
id_11872;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr347;158;34
id_10936;Tallinn 6;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr626;4;1
id_2955;Kernu vald;Harju;‹ksikkandidaat;Muu;nr158;3;1
id_1475;H‰‰demeeste vald;P‰rnu;Valimisliit ‹htne Koduvald;Muu;nr157;9;1
id_4632;Lohusuu vald;Ida-Viru;VALIMISLIIT KOHALIK RAHVAS;Muu;nr113;2;0
id_10310;Tallinn 3;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1033;34;6
id_13863;Viljandi vald;Viljandi;Valimisliit Vabad Vallakodanikud;Muu;nr221;35;13
id_7413;Pılva vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr131;28;3
id_2522;Karksi vald;Viljandi;Valimisliit Koostˆˆ;Muu;nr128;7;2
id_7221;Pıltsamaa linn;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr162;32;12
id_7843;Rae vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr181;753;331
id_9480;Sonda vald;Ida-Viru;Valimisliit Meie Vald;Muu;nr114;2;0
id_14058;Viru-Nigula vald;L‰‰ne-Viru;Valimisliit TASAKAAL;Muu;nr123;46;7
id_4839;L‰‰ne-Nigula vald;L‰‰ne;Valimisliit Tasakaal;Muu;nr141;20;2
id_2020;Jıhvi vald;Ida-Viru;Valimisliit Jıhvi-meie kodu;Muu;nr199;6;1
id_13301;Veriora vald;Pılva;Valimisliit Koduvald Veriora;Muu;nr116;3;1
id_14286;Vıru linn;Vıru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr135;27;6
id_2071;Jıhvi vald;Ida-Viru;Valimisliit Jıhvi-meie kodu;Muu;nr173;10;1
id_11358;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1287;757;67
id_1368;Hiiu vald;Hiiu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr169;12;6
id_5435;Mustvee linn;Jıgeva;Valimisliit P‰hklid;Muu;nr138;1;0
id_4336;K‰ru vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr106;12;5
id_3328;Kohila vald;Rapla;Valimisliit Minu Kohila;Muu;nr217;19;4
id_11093;Tallinn 7;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr789;5;1
id_9510;Surju vald;P‰rnu;Valimisliit Koostˆˆ;Muu;nr123;9;4
id_10206;Tallinn 2;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr401;12;10
id_14146;Vıhma linn;Viljandi;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr119;8;1
id_11141;Tallinn 7;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr291;45;17
id_13541;Viimsi vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr212;16;0
id_14184;Vınnu vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr112;0;0
id_10116;Tallinn 2;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr143;10;4
id_3663;Koonga vald;P‰rnu;Valimisliit Rukkilille;Muu;nr120;19;4
id_9875;Tallinn 1;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr921;40;0
id_11515;Tapa vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr190;7;1
id_8648;R‰gavere vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr126;7;0
id_14300;Vıru linn;Vıru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr113;40;2
id_1321;Helme vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr102;42;4
id_1695;Jıel‰htme vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr145;50;18
id_8381;Rapla vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr123;20;4
id_13795;Viljandi vald;Viljandi;Valimisliit Vabad Vallakodanikud;Muu;nr234;93;9
id_8478;Roosna-Alliku vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr118;4;0
id_11821;Tartu linn;Tartu linn;‹ksikkandidaat;Muu;nr537;41;10
id_12073;Tartu linn;Tartu linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr388;10;5
id_7878;Rae vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr179;81;12
id_13381;Vihula vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr136;8;1
id_11050;Tallinn 6;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr784;8;3
id_10071;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr971;83;8
id_8658;R‰pina vald;Pılva;Eesti Keskerakond;Eesti Keskerakond;nr144;43;3
id_9471;Sonda vald;Ida-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr123;20;2
id_8920;Saku vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr115;19;8
id_9545;Suure-Jaani vald;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr119;49;15
id_3733;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr174;14;0
id_3195;Koeru vald;J‰rva;Valimisliit ‹htne Koeru;Muu;nr137;53;8
id_6359;Paide linn;J‰rva;Eesti Reformierakond;Eesti Reformierakond;nr209;8;3
id_752;Emmaste vald;Hiiu;Eesti Keskerakond;Eesti Keskerakond;nr126;38;9
id_7581;P‰rnu linn;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr186;57;9
id_4121;Kuusalu vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr199;14;6
id_1100;Halliste vald;Viljandi;Valimisliit Koduvald;Muu;nr135;4;2
id_766;Emmaste vald;Hiiu;Valimisliit ‹HTNE EMMASTE;Muu;nr114;49;21
id_6765;Paldiski linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr216;0;0
id_14045;Vinni vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr193;5;0
id_2264;Kaiu vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr129;18;2
id_11387;Tallinn 8;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1300;324;8
id_3779;Kose vald;Harju;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr223;7;3
id_2532;Karksi vald;Viljandi;Valimisliit Vaba Karksi Kodanik;Muu;nr102;36;6
id_4696;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr116;127;3
id_5868;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr169;164;26
id_1406;Hiiu vald;Hiiu;Valimisliit ‹ks Hiiumaa;Muu;nr136;56;29
id_8688;R‰pina vald;Pılva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr171;39;10
id_858;Haapsalu linn;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr160;2;1
id_11292;Tallinn 8;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1654;35;3
id_10463;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1134;0;0
id_7534;P‰rnu linn;P‰rnu;Eesti Konservatiivne Rahvaerakond;Muu;nr137;9;4
id_10414;Tallinn 4;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1095;41;6
id_8094;Rakvere linn;L‰‰ne-Viru;VALIMISLIIT RAKVERE RAHVA KOGU;Muu;nr227;1;0
id_12885;Valga linn;Valga;Eesti Keskerakond;Eesti Keskerakond;nr143;20;3
id_484;Antsla vald;Vıru;Valimisliit Me elame siin;Muu;nr160;13;1
id_3857;Kullamaa vald;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr110;4;0
id_11071;Tallinn 6;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr590;188;78
id_2456;Kareda vald;J‰rva;Valimisliit Kodupaik Kareda;Muu;nr118;10;1
id_7517;P‰rnu linn;P‰rnu;Eesti Keskerakond;Eesti Keskerakond;nr161;25;1
id_5517;Mıniste vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr116;2;1
id_874;Haapsalu linn;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr158;9;2
id_8402;Ridala vald;L‰‰ne;VALIMISLIIT ‹HTNE RIDALA;Muu;nr110;40;8
id_10480;Tallinn 4;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1482;3;1
id_5493;Mıniste vald;Vıru;Eesti Keskerakond;Eesti Keskerakond;nr111;1;0
id_11353;Tallinn 8;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr712;6;4
id_8888;Saku vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr112;141;18
id_2990;Kihelkonna vald;Saare;Valimisliit KODUVALD;Muu;nr106;14;2
id_7985;Rakke vald;L‰‰ne-Viru;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr127;55;14
id_3988;Kuressaare linn;Saare;Eesti Keskerakond;Eesti Keskerakond;nr109;43;3
id_11516;Tapa vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr159;1;0
id_5654;M‰rjamaa vald;Rapla;Valimisliit Valla Rahva Eest;Muu;nr126;13;3
id_4380;Laekvere vald;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr146;0;0
id_8320;Rapla vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr203;13;0
id_735;Elva linn;Tartu;Valimisliit Kodulinna Eest;Muu;nr103;17;2
id_3690;Kose vald;Harju;VALIMISLIIT "‹HTSELT";Muu;nr264;9;2
id_12295;Toila vald;Ida-Viru;Valimisliit ‹htne Vald;Muu;nr133;51;17
id_14671;V‰‰tsa vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr101;165;50
id_4843;L‰‰ne-Nigula vald;L‰‰ne;Eesti Konservatiivne Rahvaerakond;Muu;nr155;6;1
id_10044;Tallinn 2;Tallinna linn;‹ksikkandidaat;Muu;nr1663;19;2
id_11476;Tamsalu vald;L‰‰ne-Viru;Valimisliit Tamsalu Vald;Muu;nr175;6;5
id_14357;Vıru linn;Vıru;Eesti Reformierakond;Eesti Reformierakond;nr203;2;0
id_13821;Viljandi vald;Viljandi;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr176;31;2
id_9661;Sımeru vald;L‰‰ne-Viru;Valimisliit ‹heskoos;Muu;nr110;3;2
id_7456;P‰rnu linn;P‰rnu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr115;5;1
id_12746;T¸ri vald;J‰rva;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr113;10;5
id_282;Ambla vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr118;20;4
id_5013;Maardu linn;Harju;Maardu Valimisliit;Muu;nr193;16;0
id_5801;Narva linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr104;677;19
id_1712;Jıel‰htme vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr149;69;18
id_1053;Haljala vald;L‰‰ne-Viru;Eesti Reformierakond;Eesti Reformierakond;nr129;106;18
id_14427;V‰ike-Maarja vald;L‰‰ne-Viru;Valimisliit RUKKILILL;Muu;nr186;12;2
id_8346;Rapla vald;Rapla;Eesti Reformierakond;Eesti Reformierakond;nr145;6;1
id_2942;Kernu vald;Harju;Kernu Vallarahva Valimisliit;Muu;nr157;3;2
id_13092;Vara vald;Tartu;Valimisliit P‰ikeseline Kodu;Muu;nr103;12;3
id_8003;Rakke vald;L‰‰ne-Viru;Valimisliit "KODUVALD RAKKE";Muu;nr112;38;4
id_8080;Rakvere linn;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr163;8;0
id_3881;Kullamaa vald;L‰‰ne;Kodukandi Kullamaa Valimisliit;Muu;nr144;17;4
id_9970;Tallinn 1;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr901;1265;76
id_11342;Tallinn 8;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr713;5;2
id_10261;Tallinn 3;Tallinna linn;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr170;27;8
id_4729;Luunja vald;Tartu;Eesti Keskerakond;Eesti Keskerakond;nr182;16;3
id_872;Haapsalu linn;L‰‰ne;Eesti Konservatiivne Rahvaerakond;Muu;nr131;23;6
id_1688;Jıel‰htme vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr189;170;64
id_12443;Tudulinna vald;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr123;0;0
id_13757;Viljandi linn;Viljandi;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr230;4;1
id_10983;Tallinn 6;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr782;4;1
id_7076;Puka vald;Valga;Eesti Keskerakond;Eesti Keskerakond;nr104;11;0
id_13765;Viljandi linn;Viljandi;Eesti Reformierakond;Eesti Reformierakond;nr145;9;1
id_354;Anija vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr220;2;0
id_5370;Mustjala vald;Saare;Valimisliit MUSTJALA K‹LAD;Muu;nr135;7;3
id_11325;Tallinn 8;Tallinna linn;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr1569;67;1
id_1302;Helme vald;Valga;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr130;11;2
id_13582;Viimsi vald;Harju;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr233;536;217
id_2286;Kaiu vald;Rapla;Valimisliit Koostˆˆ ja kogemus;Muu;nr120;8;2
id_11103;Tallinn 7;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr791;5;2
id_863;Haapsalu linn;L‰‰ne;Eesti Reformierakond;Eesti Reformierakond;nr169;6;3
id_9775;Tahkuranna vald;P‰rnu;Valimisliit Koostˆˆ;Muu;nr108;7;3
id_2138;J‰rvakandi vald;Rapla;Eesti Keskerakond;Eesti Keskerakond;nr107;6;0
id_10991;Tallinn 6;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr601;12;11
id_532;Aseri vald;Ida-Viru;Valimisliit Serviti;Muu;nr117;6;1
id_7948;Raikk¸la vald;Rapla;VALIMISLIIT MEIE KODUVALD RAIKK‹LA;Muu;nr122;5;2
id_4344;K‰ru vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr102;20;8
id_11116;Tallinn 7;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1269;17;2
id_4326;K‰rla vald;Saare;Eesti Keskerakond;Eesti Keskerakond;nr110;5;0
id_13079;Vara vald;Tartu;Valimisliit Koduvald;Muu;nr142;2;0
id_10857;Tallinn 5;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1207;18;0
id_4614;Lohusuu vald;Ida-Viru;VALIMISLIIT TASAKAAL;Muu;nr138;10;2
id_4955;L¸manda vald;Saare;Valimisliit L¸his;Muu;nr112;2;1
id_1598;Imavere vald;J‰rva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr128;21;5
id_11155;Tallinn 7;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1254;111;16
id_5225;Mikitam‰e vald;Pılva;Valimisliit Poloda Nulk;Muu;nr122;2;1
id_3746;Kose vald;Harju;VALIMISLIIT MEIE VALD KOSE;Muu;nr116;24;7
id_13409;Vihula vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;15;1
id_9536;Suure-Jaani vald;Viljandi;Eesti Keskerakond;Eesti Keskerakond;nr186;9;1
id_740;Elva linn;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr122;66;9
id_14620;V‰ndra vald (alev);P‰rnu;Valimisliit V‰ndra;Muu;nr111;19;4
id_3293;Kohila vald;Rapla;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr153;31;12
id_3190;Koeru vald;J‰rva;Valimisliit ‹htne Koeru;Muu;nr144;28;6
id_6774;Paldiski linn;Harju;Valimisliit UUS LAINE;Muu;nr240;26;0
id_10255;Tallinn 3;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1596;276;88
id_13414;Vihula vald;L‰‰ne-Viru;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr128;22;6
id_10194;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr1002;9;0
id_10859;Tallinn 5;Tallinna linn;Eesti Konservatiivne Rahvaerakond;Muu;nr1636;1;0
id_12786;Urvaste vald;Vıru;Valimisliit ‹ks Urvaste;Muu;nr119;12;0
id_12482;Tılliste vald;Valga;Valimisliit Tılliste Edukaks;Muu;nr104;28;3
id_6053;Nıo vald;Tartu;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr133;11;1
id_9803;Tahkuranna vald;P‰rnu;Valimisliit Vallakodanik;Muu;nr130;11;2
id_7592;P‰rnu linn;P‰rnu;Toomas Kivim‰gi Valimisliit;Muu;nr238;11;4
id_4685;Loksa linn;Harju;Eesti Keskerakond;Eesti Keskerakond;nr127;43;1
id_8771;Saarde vald;P‰rnu;Valimisliit Uus Saarde;Muu;nr128;25;12
id_9816;Tahkuranna vald;P‰rnu;Valimisliit K¸latee;Muu;nr141;6;1
id_7158;Pıdrala vald;Valga;Eesti Reformierakond;Eesti Reformierakond;nr117;13;0
id_1073;Halliste vald;Viljandi;Valimisliit Koduvald;Muu;nr133;19;12
id_6523;Paide vald;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr103;2;1
id_1274;Harku vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr221;1;0
id_4421;Laeva vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr131;9;2
id_12345;Tori vald;P‰rnu;VALIMISLIIT KODUVALD;Muu;nr146;15;9
id_5974;Nissi vald;Harju;Eesti Keskerakond;Eesti Keskerakond;nr131;19;4
id_7775;Raasiku vald;Harju;Valimisliit ‹HESKOOS;Muu;nr118;11;1
id_10136;Tallinn 2;Tallinna linn;Eesti Keskerakond;Eesti Keskerakond;nr996;14;6
id_9729;Tabivere vald;Jıgeva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr122;35;7
id_10716;Tallinn 5;Tallinna linn;‹le-eestiline Valimisliit;Muu;nr776;4;1
id_8540;Rıngu vald;Tartu;VALIMISLIIT MEIE VALD-KODUVALD;Muu;nr148;2;0
id_5462;Mustvee linn;Jıgeva;Eesti Keskerakond;Eesti Keskerakond;nr170;0;0
id_4974;L¸manda vald;Saare;Valimisliit Elujıuline Koduvald;Muu;nr144;4;0
id_9381;Sillam‰e linn;Ida-Viru;Eesti Keskerakond;Eesti Keskerakond;nr144;25;1
id_13066;Vara vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr124;2;0
id_8207;Rakvere linn;L‰‰ne-Viru;Eesti Keskerakond;Eesti Keskerakond;nr149;3;0
id_13907;Viljandi vald;Viljandi;Sotsiaaldemokraatlik Erakond;Sotsiaaldemokraatlik Erakond;nr110;49;16
id_13513;Viimsi vald;Harju;Valimisliit Parteivaba Viimsi;Muu;nr119;14;1
id_401;Anija vald;Harju;Eesti Reformierakond;Eesti Reformierakond;nr107;2;1
id_11078;Tallinn 6;Tallinna linn;Eesti Reformierakond;Eesti Reformierakond;nr650;4;2
id_3723;Kose vald;Harju;VALIMISLIIT "‹HTSELT";Muu;nr238;24;5
id_2945;Kernu vald;Harju;Valimisliit Koostˆˆ;Muu;nr118;32;8
id_6462;Paide linn;J‰rva;Eesti Keskerakond;Eesti Keskerakond;nr241;4;0
id_2432;Kanepi vald;Pılva;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr103;14;11
id_13075;Vara vald;Tartu;Eesti Reformierakond;Eesti Reformierakond;nr119;6;1
id_605;Audru vald;P‰rnu;Erakond Isamaa ja Res Publica Liit;Erakond Isamaa ja Res Publica Liit;nr134;30;12
